geneName family
PGSC0003DMT400095520 32
PGSC0003DMT400086406 32
PGSC0003DMT400093710 32
PGSC0003DMT400087714 32
PGSC0003DMT400090080 32
PGSC0003DMT400091724 32
PGSC0003DMT400092534 32
PGSC0003DMT400095131 32
PGSC0003DMT400024875 53
PGSC0003DMT400088606 53
PGSC0003DMT400090880 53
PGSC0003DMT400091883 53
PGSC0003DMT400095995 53
PGSC0003DMT400096553 53
PGSC0003DMT400087138 53
PGSC0003DMT400086948 53
PGSC0003DMT400091371 53
PGSC0003DMT400091181 53
PGSC0003DMT400086854 53
PGSC0003DMT400085670 53
PGSC0003DMT400076813 53
PGSC0003DMT400086030 53
PGSC0003DMT400086144 53
PGSC0003DMT400087037 53
PGSC0003DMT400088340 53
PGSC0003DMT400088502 53
PGSC0003DMT400089901 53
PGSC0003DMT400090887 53
PGSC0003DMT400093905 53
PGSC0003DMT400096300 53
PGSC0003DMT400096764 53
PGSC0003DMT400096789 53
PGSC0003DMT400097012 53
PGSC0003DMT400085724 53
PGSC0003DMT400087407 53
PGSC0003DMT400093259 53
PGSC0003DMT400097303 53
PGSC0003DMT400094652 53
PGSC0003DMT400094260 53
PGSC0003DMT400014247 56
PGSC0003DMT400030737 56
PGSC0003DMT400030762 56
PGSC0003DMT400033919 56
PGSC0003DMT400046538 56
PGSC0003DMT400050909 56
PGSC0003DMT400050945 56
PGSC0003DMT400062746 56
PGSC0003DMT400075064 56
PGSC0003DMT400075072 56
PGSC0003DMT400080729 56
PGSC0003DMT400081147 56
PGSC0003DMT400018610 56
PGSC0003DMT400050949 56
PGSC0003DMT400086147 56
PGSC0003DMT400017157 56
PGSC0003DMT400017206 56
PGSC0003DMT400025470 56
PGSC0003DMT400025513 56
PGSC0003DMT400034396 56
PGSC0003DMT400053084 56
PGSC0003DMT400053974 56
PGSC0003DMT400062744 56
PGSC0003DMT400075060 56
PGSC0003DMT400082511 56
PGSC0003DMT400050941 56
PGSC0003DMT400033917 56
PGSC0003DMT400075061 56
PGSC0003DMT400046176 56
PGSC0003DMT400080992 56
PGSC0003DMT400006042 64
PGSC0003DMT400015563 64
PGSC0003DMT400018219 64
PGSC0003DMT400021318 64
PGSC0003DMT400027327 64
PGSC0003DMT400027373 64
PGSC0003DMT400027494 64
PGSC0003DMT400029170 64
PGSC0003DMT400032229 64
PGSC0003DMT400032232 64
PGSC0003DMT400044512 64
PGSC0003DMT400044514 64
PGSC0003DMT400044607 64
PGSC0003DMT400044650 64
PGSC0003DMT400044652 64
PGSC0003DMT400044654 64
PGSC0003DMT400044659 64
PGSC0003DMT400015664 64
PGSC0003DMT400018304 64
PGSC0003DMT400027316 64
PGSC0003DMT400044657 64
PGSC0003DMT400018179 64
PGSC0003DMT400068373 64
PGSC0003DMT400068388 64
PGSC0003DMT400088063 64
PGSC0003DMT400044621 64
PGSC0003DMT400085501 104
PGSC0003DMT400087457 104
PGSC0003DMT400087644 104
PGSC0003DMT400089611 104
PGSC0003DMT400082514 104
PGSC0003DMT400084948 104
PGSC0003DMT400086205 104
PGSC0003DMT400086732 104
PGSC0003DMT400089487 104
PGSC0003DMT400094675 104
PGSC0003DMT400095160 104
PGSC0003DMT400085406 104
PGSC0003DMT400094968 104
PGSC0003DMT400085811 104
PGSC0003DMT400090075 104
PGSC0003DMT400095376 104
PGSC0003DMT400085464 104
PGSC0003DMT400085733 104
PGSC0003DMT400091490 104
PGSC0003DMT400091603 104
PGSC0003DMT400090226 104
PGSC0003DMT400000036 113
PGSC0003DMT400036523 113
PGSC0003DMT400062314 113
PGSC0003DMT400071866 113
PGSC0003DMT400090397 113
PGSC0003DMT400091205 113
PGSC0003DMT400042644 113
PGSC0003DMT400086432 113
PGSC0003DMT400088528 113
PGSC0003DMT400088638 113
PGSC0003DMT400092587 113
PGSC0003DMT400089703 113
PGSC0003DMT400090198 113
PGSC0003DMT400091526 113
PGSC0003DMT400092860 113
PGSC0003DMT400097234 113
PGSC0003DMT400086504 113
PGSC0003DMT400088863 113
PGSC0003DMT400096927 113
PGSC0003DMT400025613 123
PGSC0003DMT400053322 123
PGSC0003DMT400056206 123
PGSC0003DMT400056218 123
PGSC0003DMT400062251 123
PGSC0003DMT400076678 123
PGSC0003DMT400017240 123
PGSC0003DMT400071550 123
PGSC0003DMT400091495 123
PGSC0003DMT400024713 123
PGSC0003DMT400026862 123
PGSC0003DMT400052517 123
PGSC0003DMT400056273 123
PGSC0003DMT400059443 123
PGSC0003DMT400083292 123
PGSC0003DMT400079138 123
PGSC0003DMT400083860 123
PGSC0003DMT400065515 123
PGSC0003DMT400074827 127
PGSC0003DMT400019855 127
PGSC0003DMT400019859 127
PGSC0003DMT400048714 127
PGSC0003DMT400065361 127
PGSC0003DMT400074825 127
PGSC0003DMT400077058 127
PGSC0003DMT400091052 127
PGSC0003DMT400097314 127
PGSC0003DMT400046637 127
PGSC0003DMT400069648 127
PGSC0003DMT400049881 127
PGSC0003DMT400049927 127
PGSC0003DMT400076957 127
PGSC0003DMT400084198 127
PGSC0003DMT400077063 127
PGSC0003DMT400089733 127
PGSC0003DMT400095672 127
PGSC0003DMT400014256 146
PGSC0003DMT400018472 146
PGSC0003DMT400030315 146
PGSC0003DMT400030316 146
PGSC0003DMT400036566 146
PGSC0003DMT400036569 146
PGSC0003DMT400061270 146
PGSC0003DMT400064364 146
PGSC0003DMT400072205 146
PGSC0003DMT400083885 146
PGSC0003DMT400088158 146
PGSC0003DMT400092434 146
PGSC0003DMT400096536 146
PGSC0003DMT400021571 146
PGSC0003DMT400021572 146
PGSC0003DMT400062814 146
PGSC0003DMT400000108 150
PGSC0003DMT400011904 150
PGSC0003DMT400014804 150
PGSC0003DMT400029745 150
PGSC0003DMT400046026 150
PGSC0003DMT400055029 150
PGSC0003DMT400060862 150
PGSC0003DMT400060959 150
PGSC0003DMT400065015 150
PGSC0003DMT400011903 150
PGSC0003DMT400013490 150
PGSC0003DMT400087204 150
PGSC0003DMT400023971 150
PGSC0003DMT400089685 150
PGSC0003DMT400025225 150
PGSC0003DMT400016642 162
PGSC0003DMT400085330 162
PGSC0003DMT400091618 162
PGSC0003DMT400089174 162
PGSC0003DMT400085072 162
PGSC0003DMT400087046 162
PGSC0003DMT400092264 162
PGSC0003DMT400096253 162
PGSC0003DMT400087681 162
PGSC0003DMT400089877 162
PGSC0003DMT400088468 162
PGSC0003DMT400088977 162
PGSC0003DMT400085028 162
PGSC0003DMT400089344 162
PGSC0003DMT400093586 162
PGSC0003DMT400007587 176
PGSC0003DMT400030381 176
PGSC0003DMT400030382 176
PGSC0003DMT400030385 176
PGSC0003DMT400030386 176
PGSC0003DMT400030387 176
PGSC0003DMT400038705 176
PGSC0003DMT400078006 176
PGSC0003DMT400078007 176
PGSC0003DMT400078008 176
PGSC0003DMT400078202 176
PGSC0003DMT400088908 176
PGSC0003DMT400089913 176
PGSC0003DMT400044066 176
PGSC0003DMT400011435 181
PGSC0003DMT400087340 181
PGSC0003DMT400087572 181
PGSC0003DMT400087640 181
PGSC0003DMT400088321 181
PGSC0003DMT400091633 181
PGSC0003DMT400093534 181
PGSC0003DMT400084840 181
PGSC0003DMT400086714 181
PGSC0003DMT400090168 181
PGSC0003DMT400090811 181
PGSC0003DMT400094221 181
PGSC0003DMT400089403 181
PGSC0003DMT400089835 181
PGSC0003DMT400002549 196
PGSC0003DMT400061511 196
PGSC0003DMT400078256 196
PGSC0003DMT400010597 196
PGSC0003DMT400054637 196
PGSC0003DMT400065346 196
PGSC0003DMT400019410 196
PGSC0003DMT400052995 196
PGSC0003DMT400061283 196
PGSC0003DMT400065297 196
PGSC0003DMT400070405 196
PGSC0003DMT400078265 196
PGSC0003DMT400038248 196
PGSC0003DMT400019828 211
PGSC0003DMT400086288 211
PGSC0003DMT400034302 211
PGSC0003DMT400065806 211
PGSC0003DMT400066586 211
PGSC0003DMT400087542 211
PGSC0003DMT400087730 211
PGSC0003DMT400087859 211
PGSC0003DMT400092338 211
PGSC0003DMT400097212 211
PGSC0003DMT400038590 211
PGSC0003DMT400065792 211
PGSC0003DMT400080900 211
PGSC0003DMT400085827 216
PGSC0003DMT400093519 216
PGSC0003DMT400077249 216
PGSC0003DMT400085770 216
PGSC0003DMT400093718 216
PGSC0003DMT400086559 216
PGSC0003DMT400096028 216
PGSC0003DMT400094627 216
PGSC0003DMT400085354 216
PGSC0003DMT400085634 216
PGSC0003DMT400087653 216
PGSC0003DMT400089579 216
PGSC0003DMT400088763 216
PGSC0003DMT400001278 224
PGSC0003DMT400003796 224
PGSC0003DMT400011748 224
PGSC0003DMT400014383 224
PGSC0003DMT400022600 224
PGSC0003DMT400069841 224
PGSC0003DMT400003479 224
PGSC0003DMT400015156 224
PGSC0003DMT400036086 224
PGSC0003DMT400058426 224
PGSC0003DMT400037716 224
PGSC0003DMT400074486 224
PGSC0003DMT400016422 230
PGSC0003DMT400020200 230
PGSC0003DMT400033585 230
PGSC0003DMT400041634 230
PGSC0003DMT400041810 230
PGSC0003DMT400045782 230
PGSC0003DMT400050389 230
PGSC0003DMT400052619 230
PGSC0003DMT400060654 230
PGSC0003DMT400062153 230
PGSC0003DMT400072941 230
PGSC0003DMT400079172 230
PGSC0003DMT400087537 239
PGSC0003DMT400088145 239
PGSC0003DMT400089936 239
PGSC0003DMT400092027 239
PGSC0003DMT400093889 239
PGSC0003DMT400096660 239
PGSC0003DMT400097023 239
PGSC0003DMT400079030 239
PGSC0003DMT400091620 239
PGSC0003DMT400093234 239
PGSC0003DMT400096644 239
PGSC0003DMT400094491 239
PGSC0003DMT400001398 243
PGSC0003DMT400027167 243
PGSC0003DMT400027202 243
PGSC0003DMT400006028 243
PGSC0003DMT400027201 243
PGSC0003DMT400006036 243
PGSC0003DMT400027198 243
PGSC0003DMT400027199 243
PGSC0003DMT400051528 243
PGSC0003DMT400056235 243
PGSC0003DMT400090689 243
PGSC0003DMT400002555 251
PGSC0003DMT400041874 251
PGSC0003DMT400042118 251
PGSC0003DMT400079075 251
PGSC0003DMT400079078 251
PGSC0003DMT400079085 251
PGSC0003DMT400013389 251
PGSC0003DMT400079080 251
PGSC0003DMT400095159 251
PGSC0003DMT400041719 251
PGSC0003DMT400079076 251
PGSC0003DMT400002607 252
PGSC0003DMT400085199 252
PGSC0003DMT400085856 252
PGSC0003DMT400090978 252
PGSC0003DMT400089738 252
PGSC0003DMT400086353 252
PGSC0003DMT400089385 252
PGSC0003DMT400091793 252
PGSC0003DMT400092754 252
PGSC0003DMT400089719 252
PGSC0003DMT400096735 252
PGSC0003DMT400088748 255
PGSC0003DMT400093726 255
PGSC0003DMT400089391 255
PGSC0003DMT400090588 255
PGSC0003DMT400090757 255
PGSC0003DMT400093897 255
PGSC0003DMT400086327 255
PGSC0003DMT400089466 255
PGSC0003DMT400087480 255
PGSC0003DMT400092416 255
PGSC0003DMT400090299 255
PGSC0003DMT400012615 266
PGSC0003DMT400016146 266
PGSC0003DMT400055199 266
PGSC0003DMT400060951 266
PGSC0003DMT400066838 266
PGSC0003DMT400096970 266
PGSC0003DMT400032546 266
PGSC0003DMT400062081 266
PGSC0003DMT400067540 266
PGSC0003DMT400026968 266
PGSC0003DMT400078329 266
PGSC0003DMT400022563 274
PGSC0003DMT400087643 274
PGSC0003DMT400089360 274
PGSC0003DMT400091161 274
PGSC0003DMT400092159 274
PGSC0003DMT400093646 274
PGSC0003DMT400094453 274
PGSC0003DMT400096014 274
PGSC0003DMT400030244 274
PGSC0003DMT400095483 274
PGSC0003DMT400095314 274
PGSC0003DMT400005404 292
PGSC0003DMT400011563 292
PGSC0003DMT400039541 292
PGSC0003DMT400061856 292
PGSC0003DMT400061875 292
PGSC0003DMT400090191 292
PGSC0003DMT400011562 292
PGSC0003DMT400039536 292
PGSC0003DMT400039544 292
PGSC0003DMT400078609 292
PGSC0003DMT400011575 299
PGSC0003DMT400023568 299
PGSC0003DMT400037245 299
PGSC0003DMT400050430 299
PGSC0003DMT400052805 299
PGSC0003DMT400057342 299
PGSC0003DMT400068352 299
PGSC0003DMT400076653 299
PGSC0003DMT400046089 299
PGSC0003DMT400088667 299
PGSC0003DMT400089910 316
PGSC0003DMT400092948 316
PGSC0003DMT400091027 316
PGSC0003DMT400090002 316
PGSC0003DMT400097631 316
PGSC0003DMT400086723 316
PGSC0003DMT400088573 316
PGSC0003DMT400097033 316
PGSC0003DMT400091335 316
PGSC0003DMT400097290 316
PGSC0003DMT400063867 322
PGSC0003DMT400063876 322
PGSC0003DMT400063890 322
PGSC0003DMT400063893 322
PGSC0003DMT400063899 322
PGSC0003DMT400063879 322
PGSC0003DMT400088056 322
PGSC0003DMT400089784 322
PGSC0003DMT400063898 322
PGSC0003DMT400088960 322
PGSC0003DMT400060687 329
PGSC0003DMT400032549 329
PGSC0003DMT400013773 329
PGSC0003DMT400073888 329
PGSC0003DMT400075135 329
PGSC0003DMT400021452 329
PGSC0003DMT400077056 329
PGSC0003DMT400089231 329
PGSC0003DMT400091696 329
PGSC0003DMT400085566 335
PGSC0003DMT400089037 335
PGSC0003DMT400091630 335
PGSC0003DMT400092135 335
PGSC0003DMT400092539 335
PGSC0003DMT400096642 335
PGSC0003DMT400085321 335
PGSC0003DMT400086552 335
PGSC0003DMT400090012 335
PGSC0003DMT400035689 351
PGSC0003DMT400033973 351
PGSC0003DMT400056406 351
PGSC0003DMT400087689 351
PGSC0003DMT400090649 351
PGSC0003DMT400091319 351
PGSC0003DMT400094931 351
PGSC0003DMT400095079 351
PGSC0003DMT400097013 351
PGSC0003DMT400088983 372
PGSC0003DMT400089172 372
PGSC0003DMT400092252 372
PGSC0003DMT400093011 372
PGSC0003DMT400090021 372
PGSC0003DMT400092278 372
PGSC0003DMT400097477 372
PGSC0003DMT400090245 372
PGSC0003DMT400009715 386
PGSC0003DMT400009719 386
PGSC0003DMT400009797 386
PGSC0003DMT400048545 386
PGSC0003DMT400048553 386
PGSC0003DMT400048567 386
PGSC0003DMT400086839 386
PGSC0003DMT400091009 386
PGSC0003DMT400010231 389
PGSC0003DMT400016585 389
PGSC0003DMT400028706 389
PGSC0003DMT400065313 389
PGSC0003DMT400065501 389
PGSC0003DMT400071732 389
PGSC0003DMT400016881 389
PGSC0003DMT400031401 389
PGSC0003DMT400013645 396
PGSC0003DMT400022865 396
PGSC0003DMT400023105 396
PGSC0003DMT400023111 396
PGSC0003DMT400029607 396
PGSC0003DMT400061802 396
PGSC0003DMT400097727 396
PGSC0003DMT400074970 396
PGSC0003DMT400020968 406
PGSC0003DMT400050663 406
PGSC0003DMT400053547 406
PGSC0003DMT400053553 406
PGSC0003DMT400059830 406
PGSC0003DMT400059832 406
PGSC0003DMT400042681 406
PGSC0003DMT400088259 406
PGSC0003DMT400034503 416
PGSC0003DMT400036411 416
PGSC0003DMT400038820 416
PGSC0003DMT400051266 416
PGSC0003DMT400051268 416
PGSC0003DMT400085057 416
PGSC0003DMT400054146 416
PGSC0003DMT400059461 416
PGSC0003DMT400050652 424
PGSC0003DMT400064491 424
PGSC0003DMT400064541 424
PGSC0003DMT400064542 424
PGSC0003DMT400072601 424
PGSC0003DMT400095128 424
PGSC0003DMT400065607 424
PGSC0003DMT400088564 424
PGSC0003DMT400054947 425
PGSC0003DMT400054948 425
PGSC0003DMT400054949 425
PGSC0003DMT400055045 425
PGSC0003DMT400055049 425
PGSC0003DMT400055050 425
PGSC0003DMT400055051 425
PGSC0003DMT400055046 425
PGSC0003DMT400065323 428
PGSC0003DMT400093219 428
PGSC0003DMT400093296 428
PGSC0003DMT400093302 428
PGSC0003DMT400088392 428
PGSC0003DMT400088454 428
PGSC0003DMT400094683 428
PGSC0003DMT400097268 428
PGSC0003DMT400083014 448
PGSC0003DMT400084258 448
PGSC0003DMT400084266 448
PGSC0003DMT400084290 448
PGSC0003DMT400040748 448
PGSC0003DMT400003685 448
PGSC0003DMT400053017 448
PGSC0003DMT400033253 455
PGSC0003DMT400025142 455
PGSC0003DMT400025135 455
PGSC0003DMT400051680 455
PGSC0003DMT400057829 455
PGSC0003DMT400033221 455
PGSC0003DMT400097267 455
PGSC0003DMT400003215 460
PGSC0003DMT400078434 460
PGSC0003DMT400078437 460
PGSC0003DMT400078441 460
PGSC0003DMT400078444 460
PGSC0003DMT400036499 460
PGSC0003DMT400067848 460
PGSC0003DMT400051516 466
PGSC0003DMT400007675 466
PGSC0003DMT400031028 466
PGSC0003DMT400038791 466
PGSC0003DMT400092898 466
PGSC0003DMT400055814 466
PGSC0003DMT400094523 466
PGSC0003DMT400010497 483
PGSC0003DMT400020414 483
PGSC0003DMT400030913 483
PGSC0003DMT400036636 483
PGSC0003DMT400065168 483
PGSC0003DMT400083041 483
PGSC0003DMT400088585 483
PGSC0003DMT400015825 498
PGSC0003DMT400015827 498
PGSC0003DMT400024783 498
PGSC0003DMT400068720 498
PGSC0003DMT400068726 498
PGSC0003DMT400068727 498
PGSC0003DMT400094745 498
PGSC0003DMT400019694 507
PGSC0003DMT400019697 507
PGSC0003DMT400050989 507
PGSC0003DMT400050997 507
PGSC0003DMT400056585 507
PGSC0003DMT400056595 507
PGSC0003DMT400092704 507
PGSC0003DMT400088064 513
PGSC0003DMT400086032 513
PGSC0003DMT400086110 513
PGSC0003DMT400090788 513
PGSC0003DMT400092969 513
PGSC0003DMT400093078 513
PGSC0003DMT400093846 513
PGSC0003DMT400039344 520
PGSC0003DMT400039348 520
PGSC0003DMT400039524 520
PGSC0003DMT400065847 520
PGSC0003DMT400065852 520
PGSC0003DMT400065854 520
PGSC0003DMT400089463 520
PGSC0003DMT400041593 522
PGSC0003DMT400041594 522
PGSC0003DMT400041595 522
PGSC0003DMT400041752 522
PGSC0003DMT400041753 522
PGSC0003DMT400041754 522
PGSC0003DMT400041755 522
PGSC0003DMT400001013 548
PGSC0003DMT400015610 548
PGSC0003DMT400013627 548
PGSC0003DMT400016356 548
PGSC0003DMT400041976 548
PGSC0003DMT400050101 548
PGSC0003DMT400050144 552
PGSC0003DMT400050142 552
PGSC0003DMT400050195 552
PGSC0003DMT400050198 552
PGSC0003DMT400050200 552
PGSC0003DMT400060397 552
PGSC0003DMT400002042 554
PGSC0003DMT400002036 554
PGSC0003DMT400002037 554
PGSC0003DMT400002049 554
PGSC0003DMT400002047 554
PGSC0003DMT400080907 554
PGSC0003DMT400004989 578
PGSC0003DMT400010772 578
PGSC0003DMT400011181 578
PGSC0003DMT400041003 578
PGSC0003DMT400046004 578
PGSC0003DMT400094795 578
PGSC0003DMT400039105 600
PGSC0003DMT400013284 600
PGSC0003DMT400026175 600
PGSC0003DMT400059953 600
PGSC0003DMT400085050 600
PGSC0003DMT400089777 600
PGSC0003DMT400011210 606
PGSC0003DMT400032187 606
PGSC0003DMT400088563 606
PGSC0003DMT400085586 606
PGSC0003DMT400087244 606
PGSC0003DMT400092700 606
PGSC0003DMT400012979 618
PGSC0003DMT400036039 618
PGSC0003DMT400057523 618
PGSC0003DMT400057528 618
PGSC0003DMT400057680 618
PGSC0003DMT400057675 618
PGSC0003DMT400015813 624
PGSC0003DMT400021703 624
PGSC0003DMT400031416 624
PGSC0003DMT400059688 624
PGSC0003DMT400085040 624
PGSC0003DMT400093927 624
PGSC0003DMT400019222 633
PGSC0003DMT400060071 633
PGSC0003DMT400039068 633
PGSC0003DMT400095104 633
PGSC0003DMT400095293 633
PGSC0003DMT400049658 633
PGSC0003DMT400023448 648
PGSC0003DMT400050776 648
PGSC0003DMT400050786 648
PGSC0003DMT400027195 648
PGSC0003DMT400027239 648
PGSC0003DMT400050787 648
PGSC0003DMT400026265 653
PGSC0003DMT400026272 653
PGSC0003DMT400026276 653
PGSC0003DMT400026285 653
PGSC0003DMT400026288 653
PGSC0003DMT400026289 653
PGSC0003DMT400031676 664
PGSC0003DMT400031677 664
PGSC0003DMT400031679 664
PGSC0003DMT400032012 664
PGSC0003DMT400032022 664
PGSC0003DMT400089400 664
PGSC0003DMT400089326 670
PGSC0003DMT400059259 670
PGSC0003DMT400059262 670
PGSC0003DMT400065151 670
PGSC0003DMT400092935 670
PGSC0003DMT400094986 670
PGSC0003DMT400038860 683
PGSC0003DMT400038861 683
PGSC0003DMT400038863 683
PGSC0003DMT400038864 683
PGSC0003DMT400083928 683
PGSC0003DMT400090976 683
PGSC0003DMT400000751 724
PGSC0003DMT400006378 724
PGSC0003DMT400012517 724
PGSC0003DMT400021185 724
PGSC0003DMT400055114 724
PGSC0003DMT400000833 725
PGSC0003DMT400016276 725
PGSC0003DMT400016307 725
PGSC0003DMT400038585 725
PGSC0003DMT400050735 725
PGSC0003DMT400001235 731
PGSC0003DMT400006347 731
PGSC0003DMT400018353 731
PGSC0003DMT400054004 731
PGSC0003DMT400012531 731
PGSC0003DMT400095911 749
PGSC0003DMT400088955 749
PGSC0003DMT400090821 749
PGSC0003DMT400091727 749
PGSC0003DMT400096149 749
PGSC0003DMT400016628 752
PGSC0003DMT400033070 752
PGSC0003DMT400080673 752
PGSC0003DMT400004276 752
PGSC0003DMT400016013 752
PGSC0003DMT400003320 756
PGSC0003DMT400017857 756
PGSC0003DMT400046571 756
PGSC0003DMT400046771 756
PGSC0003DMT400083067 756
PGSC0003DMT400006734 789
PGSC0003DMT400067998 789
PGSC0003DMT400067995 789
PGSC0003DMT400067996 789
PGSC0003DMT400067997 789
PGSC0003DMT400017783 796
PGSC0003DMT400017784 796
PGSC0003DMT400017888 796
PGSC0003DMT400017893 796
PGSC0003DMT400017894 796
PGSC0003DMT400008084 799
PGSC0003DMT400008085 799
PGSC0003DMT400008091 799
PGSC0003DMT400008093 799
PGSC0003DMT400095667 799
PGSC0003DMT400008648 804
PGSC0003DMT400064250 804
PGSC0003DMT400091765 804
PGSC0003DMT400034152 804
PGSC0003DMT400053918 804
PGSC0003DMT400008891 810
PGSC0003DMT400033566 810
PGSC0003DMT400056843 810
PGSC0003DMT400073594 810
PGSC0003DMT400084149 810
PGSC0003DMT400010165 817
PGSC0003DMT400010170 817
PGSC0003DMT400010211 817
PGSC0003DMT400010217 817
PGSC0003DMT400065695 817
PGSC0003DMT400010963 827
PGSC0003DMT400028291 827
PGSC0003DMT400044779 827
PGSC0003DMT400057366 827
PGSC0003DMT400032859 827
PGSC0003DMT400012936 840
PGSC0003DMT400049634 840
PGSC0003DMT400057684 840
PGSC0003DMT400064407 840
PGSC0003DMT400067234 840
PGSC0003DMT400089432 863
PGSC0003DMT400087922 863
PGSC0003DMT400094215 863
PGSC0003DMT400089995 863
PGSC0003DMT400087925 863
PGSC0003DMT400016556 867
PGSC0003DMT400090620 867
PGSC0003DMT400095828 867
PGSC0003DMT400096384 867
PGSC0003DMT400097620 867
PGSC0003DMT400018307 877
PGSC0003DMT400030575 877
PGSC0003DMT400030582 877
PGSC0003DMT400037143 877
PGSC0003DMT400090526 877
PGSC0003DMT400018854 880
PGSC0003DMT400018860 880
PGSC0003DMT400018862 880
PGSC0003DMT400089417 880
PGSC0003DMT400033205 880
PGSC0003DMT400019237 884
PGSC0003DMT400095953 884
PGSC0003DMT400089461 884
PGSC0003DMT400090072 884
PGSC0003DMT400091657 884
PGSC0003DMT400023953 903
PGSC0003DMT400028963 903
PGSC0003DMT400029139 903
PGSC0003DMT400059172 903
PGSC0003DMT400059173 903
PGSC0003DMT400024906 906
PGSC0003DMT400038694 906
PGSC0003DMT400087547 906
PGSC0003DMT400094987 906
PGSC0003DMT400086448 906
PGSC0003DMT400029874 928
PGSC0003DMT400029962 928
PGSC0003DMT400042004 928
PGSC0003DMT400044221 928
PGSC0003DMT400060165 928
PGSC0003DMT400093612 941
PGSC0003DMT400093996 941
PGSC0003DMT400084941 941
PGSC0003DMT400085461 941
PGSC0003DMT400094049 941
PGSC0003DMT400034384 942
PGSC0003DMT400034385 942
PGSC0003DMT400046420 942
PGSC0003DMT400046421 942
PGSC0003DMT400094682 942
PGSC0003DMT400035393 947
PGSC0003DMT400035395 947
PGSC0003DMT400035396 947
PGSC0003DMT400035398 947
PGSC0003DMT400055011 947
PGSC0003DMT400039312 956
PGSC0003DMT400052263 956
PGSC0003DMT400056380 956
PGSC0003DMT400069718 956
PGSC0003DMT400077633 956
PGSC0003DMT400041178 961
PGSC0003DMT400088084 961
PGSC0003DMT400096420 961
PGSC0003DMT400046008 961
PGSC0003DMT400089939 961
PGSC0003DMT400043979 969
PGSC0003DMT400048795 969
PGSC0003DMT400048796 969
PGSC0003DMT400051584 969
PGSC0003DMT400077891 969
PGSC0003DMT400049456 973
PGSC0003DMT400061484 973
PGSC0003DMT400090761 973
PGSC0003DMT400094948 973
PGSC0003DMT400055153 973
PGSC0003DMT400051535 978
PGSC0003DMT400031158 978
PGSC0003DMT400053483 978
PGSC0003DMT400059910 978
PGSC0003DMT400051536 978
PGSC0003DMT400060246 986
PGSC0003DMT400011783 986
PGSC0003DMT400071544 986
PGSC0003DMT400071566 986
PGSC0003DMT400090387 986
PGSC0003DMT400079299 1000
PGSC0003DMT400079328 1000
PGSC0003DMT400086747 1000
PGSC0003DMT400087739 1000
PGSC0003DMT400090386 1000
PGSC0003DMT400084776 1007
PGSC0003DMT400084829 1007
PGSC0003DMT400086685 1007
PGSC0003DMT400088171 1007
PGSC0003DMT400088357 1007
PGSC0003DMT400085890 1021
PGSC0003DMT400085948 1021
PGSC0003DMT400092628 1021
PGSC0003DMT400092748 1021
PGSC0003DMT400096618 1021
PGSC0003DMT400001329 1056
PGSC0003DMT400010525 1056
PGSC0003DMT400035889 1056
PGSC0003DMT400062466 1056
PGSC0003DMT400001799 1064
PGSC0003DMT400001803 1064
PGSC0003DMT400073505 1064
PGSC0003DMT400073513 1064
