geneName family
PGSC0003DMT400023427 42
PGSC0003DMT400000336 47
PGSC0003DMT400018139 47
PGSC0003DMT400023562 47
PGSC0003DMT400031664 47
PGSC0003DMT400000708 98
PGSC0003DMT400006012 98
PGSC0003DMT400000915 133
PGSC0003DMT400021726 133
PGSC0003DMT400000990 139
PGSC0003DMT400048280 139
PGSC0003DMT400070558 139
PGSC0003DMT400001017 142
PGSC0003DMT400009982 142
PGSC0003DMT400014020 142
PGSC0003DMT400001061 151
PGSC0003DMT400030377 151
PGSC0003DMT400038804 151
PGSC0003DMT400023291 151
PGSC0003DMT400068215 151
PGSC0003DMT400070981 151
PGSC0003DMT400086950 151
PGSC0003DMT400001067 153
PGSC0003DMT400078158 153
PGSC0003DMT400001247 182
PGSC0003DMT400062501 182
PGSC0003DMT400001391 197
PGSC0003DMT400080614 197
PGSC0003DMT400001446 204
PGSC0003DMT400001518 204
PGSC0003DMT400001522 204
PGSC0003DMT400008140 204
PGSC0003DMT400015174 204
PGSC0003DMT400071321 204
PGSC0003DMT400008138 204
PGSC0003DMT400015175 204
PGSC0003DMT400008136 204
PGSC0003DMT400071343 204
PGSC0003DMT400086487 204
PGSC0003DMT400001484 211
PGSC0003DMT400001485 211
PGSC0003DMT400084511 211
PGSC0003DMT400040908 211
PGSC0003DMT400001544 217
PGSC0003DMT400069224 217
PGSC0003DMT400058117 217
PGSC0003DMT400015871 217
PGSC0003DMT400009202 217
PGSC0003DMT400009196 217
PGSC0003DMT400015872 217
PGSC0003DMT400025547 217
PGSC0003DMT400014747 217
PGSC0003DMT400043496 217
PGSC0003DMT400065004 217
PGSC0003DMT400001656 226
PGSC0003DMT400051221 226
PGSC0003DMT400073460 226
PGSC0003DMT400001663 227
PGSC0003DMT400001664 227
PGSC0003DMT400079427 227
PGSC0003DMT400001785 245
PGSC0003DMT400043111 245
PGSC0003DMT400001796 247
PGSC0003DMT400043085 247
PGSC0003DMT400043916 247
PGSC0003DMT400079501 247
PGSC0003DMT400001898 263
PGSC0003DMT400001899 263
PGSC0003DMT400001901 263
PGSC0003DMT400001900 263
PGSC0003DMT400002003 277
PGSC0003DMT400025973 277
PGSC0003DMT400042483 277
PGSC0003DMT400048000 277
PGSC0003DMT400025805 277
PGSC0003DMT400074506 277
PGSC0003DMT400074510 277
PGSC0003DMT400075398 277
PGSC0003DMT400075620 277
PGSC0003DMT400002057 287
PGSC0003DMT400017269 287
PGSC0003DMT400019360 287
PGSC0003DMT400019747 287
PGSC0003DMT400028102 287
PGSC0003DMT400038296 287
PGSC0003DMT400059740 287
PGSC0003DMT400074709 287
PGSC0003DMT400074719 287
PGSC0003DMT400074890 287
PGSC0003DMT400036114 287
PGSC0003DMT400038194 287
PGSC0003DMT400067600 287
PGSC0003DMT400067634 287
PGSC0003DMT400080887 287
PGSC0003DMT400051586 287
PGSC0003DMT400002261 310
PGSC0003DMT400005245 310
PGSC0003DMT400017754 310
PGSC0003DMT400002299 316
PGSC0003DMT400045191 316
PGSC0003DMT400067170 316
PGSC0003DMT400002402 326
PGSC0003DMT400004624 326
PGSC0003DMT400034161 326
PGSC0003DMT400045267 326
PGSC0003DMT400002435 332
PGSC0003DMT400007825 332
PGSC0003DMT400019602 332
PGSC0003DMT400021140 332
PGSC0003DMT400021523 332
PGSC0003DMT400021524 332
PGSC0003DMT400028244 332
PGSC0003DMT400002431 332
PGSC0003DMT400007326 332
PGSC0003DMT400007823 332
PGSC0003DMT400019593 332
PGSC0003DMT400021522 332
PGSC0003DMT400028241 332
PGSC0003DMT400028436 332
PGSC0003DMT400029708 332
PGSC0003DMT400029711 332
PGSC0003DMT400029716 332
PGSC0003DMT400034242 332
PGSC0003DMT400043328 332
PGSC0003DMT400043611 332
PGSC0003DMT400044893 332
PGSC0003DMT400044895 332
PGSC0003DMT400048663 332
PGSC0003DMT400056487 332
PGSC0003DMT400072165 332
PGSC0003DMT400029710 332
PGSC0003DMT400043608 332
PGSC0003DMT400048652 332
PGSC0003DMT400049127 332
PGSC0003DMT400094292 332
PGSC0003DMT400097009 332
PGSC0003DMT400006328 332
PGSC0003DMT400055333 332
PGSC0003DMT400007824 332
PGSC0003DMT400048643 332
PGSC0003DMT400048658 332
PGSC0003DMT400048661 332
PGSC0003DMT400077804 332
PGSC0003DMT400084164 332
PGSC0003DMT400095024 332
PGSC0003DMT400097521 332
PGSC0003DMT400072117 332
PGSC0003DMT400028238 332
PGSC0003DMT400028446 332
PGSC0003DMT400028240 332
PGSC0003DMT400028447 332
PGSC0003DMT400056797 332
PGSC0003DMT400038883 332
PGSC0003DMT400072114 332
PGSC0003DMT400002470 340
PGSC0003DMT400048556 340
PGSC0003DMT400048561 340
PGSC0003DMT400075073 340
PGSC0003DMT400048562 340
PGSC0003DMT400002642 362
PGSC0003DMT400015365 362
PGSC0003DMT400078507 362
PGSC0003DMT400078610 362
PGSC0003DMT400064608 362
PGSC0003DMT400002769 380
PGSC0003DMT400049901 380
PGSC0003DMT400014342 380
PGSC0003DMT400016763 380
PGSC0003DMT400053351 380
PGSC0003DMT400079447 380
PGSC0003DMT400023388 380
PGSC0003DMT400061822 380
PGSC0003DMT400073850 380
PGSC0003DMT400046262 380
PGSC0003DMT400050320 380
PGSC0003DMT400002788 382
PGSC0003DMT400005011 382
PGSC0003DMT400062762 382
PGSC0003DMT400062766 382
PGSC0003DMT400078332 382
PGSC0003DMT400078333 382
PGSC0003DMT400078334 382
PGSC0003DMT400005006 382
PGSC0003DMT400005013 382
PGSC0003DMT400005005 382
PGSC0003DMT400005017 382
PGSC0003DMT400005041 382
PGSC0003DMT400019683 382
PGSC0003DMT400005032 382
PGSC0003DMT400005034 382
PGSC0003DMT400005040 382
PGSC0003DMT400005052 382
PGSC0003DMT400005733 382
PGSC0003DMT400094032 382
PGSC0003DMT400005012 382
PGSC0003DMT400005732 382
PGSC0003DMT400019678 382
PGSC0003DMT400046494 382
PGSC0003DMT400048669 382
PGSC0003DMT400046497 382
PGSC0003DMT400005046 382
PGSC0003DMT400002963 410
PGSC0003DMT400045204 410
PGSC0003DMT400003285 460
PGSC0003DMT400003558 460
PGSC0003DMT400003559 460
PGSC0003DMT400054443 460
PGSC0003DMT400035301 460
PGSC0003DMT400065899 460
PGSC0003DMT400059054 460
PGSC0003DMT400080327 460
PGSC0003DMT400058082 460
PGSC0003DMT400040051 460
PGSC0003DMT400058145 460
PGSC0003DMT400058151 460
PGSC0003DMT400058159 460
PGSC0003DMT400058188 460
PGSC0003DMT400076725 460
PGSC0003DMT400095180 460
PGSC0003DMT400003372 474
PGSC0003DMT400024895 474
PGSC0003DMT400024891 474
PGSC0003DMT400003478 489
PGSC0003DMT400004878 489
PGSC0003DMT400039494 489
PGSC0003DMT400063316 489
PGSC0003DMT400068326 489
PGSC0003DMT400072896 489
PGSC0003DMT400003752 527
PGSC0003DMT400075948 527
PGSC0003DMT400003805 534
PGSC0003DMT400048283 534
PGSC0003DMT400073887 534
PGSC0003DMT400003870 541
PGSC0003DMT400043338 541
PGSC0003DMT400004043 565
PGSC0003DMT400023938 565
PGSC0003DMT400025736 565
PGSC0003DMT400067153 565
PGSC0003DMT400004094 570
PGSC0003DMT400051327 570
PGSC0003DMT400004237 589
PGSC0003DMT400004238 589
PGSC0003DMT400004245 590
PGSC0003DMT400004661 590
PGSC0003DMT400034164 590
PGSC0003DMT400052838 590
PGSC0003DMT400004306 595
PGSC0003DMT400004307 595
PGSC0003DMT400004338 601
PGSC0003DMT400004680 601
PGSC0003DMT400004595 636
PGSC0003DMT400046036 636
PGSC0003DMT400004695 646
PGSC0003DMT400068383 646
PGSC0003DMT400068381 646
PGSC0003DMT400004241 646
PGSC0003DMT400004821 661
PGSC0003DMT400019465 661
PGSC0003DMT400004895 677
PGSC0003DMT400050577 677
PGSC0003DMT400051040 677
PGSC0003DMT400020455 677
PGSC0003DMT400071600 677
PGSC0003DMT400004991 689
PGSC0003DMT400046228 689
PGSC0003DMT400091460 689
PGSC0003DMT400091902 689
PGSC0003DMT400005027 696
PGSC0003DMT400036593 696
PGSC0003DMT400005342 726
PGSC0003DMT400061841 726
PGSC0003DMT400029360 726
PGSC0003DMT400005448 745
PGSC0003DMT400007173 745
PGSC0003DMT400020475 745
PGSC0003DMT400036847 745
PGSC0003DMT400045710 745
PGSC0003DMT400073438 745
PGSC0003DMT400078835 745
PGSC0003DMT400005463 747
PGSC0003DMT400005466 747
PGSC0003DMT400051095 747
PGSC0003DMT400005476 749
PGSC0003DMT400077969 749
PGSC0003DMT400005591 760
PGSC0003DMT400028324 760
PGSC0003DMT400063689 760
PGSC0003DMT400005606 761
PGSC0003DMT400065088 761
PGSC0003DMT400005684 772
PGSC0003DMT400005689 772
PGSC0003DMT400005861 787
PGSC0003DMT400095721 787
PGSC0003DMT400097054 787
PGSC0003DMT400006095 805
PGSC0003DMT400010442 805
PGSC0003DMT400063300 805
PGSC0003DMT400072871 805
PGSC0003DMT400006110 808
PGSC0003DMT400054314 808
PGSC0003DMT400006173 822
PGSC0003DMT400083737 822
PGSC0003DMT400006276 837
PGSC0003DMT400062650 837
PGSC0003DMT400067836 837
PGSC0003DMT400006282 840
PGSC0003DMT400006372 840
PGSC0003DMT400029802 840
PGSC0003DMT400000881 840
PGSC0003DMT400021177 840
PGSC0003DMT400060938 840
PGSC0003DMT400072375 840
PGSC0003DMT400080788 840
PGSC0003DMT400082749 840
PGSC0003DMT400021529 840
PGSC0003DMT400022916 840
PGSC0003DMT400006346 852
PGSC0003DMT400030305 852
PGSC0003DMT400006408 860
PGSC0003DMT400008881 860
PGSC0003DMT400006472 869
PGSC0003DMT400042531 869
PGSC0003DMT400006646 891
PGSC0003DMT400012364 891
PGSC0003DMT400006681 894
PGSC0003DMT400012339 894
PGSC0003DMT400016607 894
PGSC0003DMT400006891 915
PGSC0003DMT400021616 915
PGSC0003DMT400006959 926
PGSC0003DMT400006967 926
PGSC0003DMT400022924 926
PGSC0003DMT400022926 926
PGSC0003DMT400061449 926
PGSC0003DMT400096221 926
PGSC0003DMT400091988 926
PGSC0003DMT400007079 935
PGSC0003DMT400046052 935
PGSC0003DMT400007182 943
PGSC0003DMT400069799 943
PGSC0003DMT400069988 943
PGSC0003DMT400007448 969
PGSC0003DMT400058282 969
PGSC0003DMT400003404 969
PGSC0003DMT400064751 969
PGSC0003DMT400072987 969
PGSC0003DMT400007521 984
PGSC0003DMT400028503 984
PGSC0003DMT400007625 1002
PGSC0003DMT400019302 1002
PGSC0003DMT400019329 1002
PGSC0003DMT400041023 1002
PGSC0003DMT400069009 1002
PGSC0003DMT400069010 1002
PGSC0003DMT400014227 1002
PGSC0003DMT400019327 1002
PGSC0003DMT400069012 1002
PGSC0003DMT400019336 1002
PGSC0003DMT400044028 1002
PGSC0003DMT400041438 1002
PGSC0003DMT400044030 1002
PGSC0003DMT400007678 1009
PGSC0003DMT400027602 1009
PGSC0003DMT400007732 1014
PGSC0003DMT400015199 1014
PGSC0003DMT400007733 1015
PGSC0003DMT400015105 1015
PGSC0003DMT400007812 1020
PGSC0003DMT400027444 1020
PGSC0003DMT400027448 1020
PGSC0003DMT400027459 1020
PGSC0003DMT400038867 1020
PGSC0003DMT400053285 1020
PGSC0003DMT400090523 1020
PGSC0003DMT400043537 1020
PGSC0003DMT400027465 1020
PGSC0003DMT400038865 1020
PGSC0003DMT400048818 1020
PGSC0003DMT400062788 1020
PGSC0003DMT400062796 1020
PGSC0003DMT400062798 1020
PGSC0003DMT400008101 1046
PGSC0003DMT400027703 1046
PGSC0003DMT400050307 1046
PGSC0003DMT400008242 1064
PGSC0003DMT400020437 1064
PGSC0003DMT400008354 1074
PGSC0003DMT400015014 1074
PGSC0003DMT400077703 1074
PGSC0003DMT400008762 1131
PGSC0003DMT400071832 1131
PGSC0003DMT400008891 1152
PGSC0003DMT400033566 1152
PGSC0003DMT400056843 1152
PGSC0003DMT400073594 1152
PGSC0003DMT400084149 1152
PGSC0003DMT400009060 1173
PGSC0003DMT400058139 1173
PGSC0003DMT400009066 1174
PGSC0003DMT400009491 1174
PGSC0003DMT400000192 1174
PGSC0003DMT400031773 1174
PGSC0003DMT400055751 1174
PGSC0003DMT400065261 1174
PGSC0003DMT400077272 1174
PGSC0003DMT400090108 1174
PGSC0003DMT400091706 1174
PGSC0003DMT400009307 1201
PGSC0003DMT400009635 1201
PGSC0003DMT400040107 1201
PGSC0003DMT400009318 1203
PGSC0003DMT400058057 1203
PGSC0003DMT400009339 1206
PGSC0003DMT400009647 1206
PGSC0003DMT400011294 1206
PGSC0003DMT400009391 1214
PGSC0003DMT400058021 1214
PGSC0003DMT400009402 1215
PGSC0003DMT400025772 1215
PGSC0003DMT400075413 1215
PGSC0003DMT400075415 1215
PGSC0003DMT400009589 1231
PGSC0003DMT400039977 1231
PGSC0003DMT400009625 1234
PGSC0003DMT400067268 1234
PGSC0003DMT400079523 1234
PGSC0003DMT400079528 1234
PGSC0003DMT400009802 1257
PGSC0003DMT400011115 1257
PGSC0003DMT400069942 1257
PGSC0003DMT400058456 1257
PGSC0003DMT400070468 1257
PGSC0003DMT400009831 1262
PGSC0003DMT400056562 1262
PGSC0003DMT400073501 1262
PGSC0003DMT400009986 1277
PGSC0003DMT400014062 1277
PGSC0003DMT400010000 1281
PGSC0003DMT400079664 1281
PGSC0003DMT400010023 1288
PGSC0003DMT400033236 1288
PGSC0003DMT400010092 1294
PGSC0003DMT400049113 1294
PGSC0003DMT400010101 1296
PGSC0003DMT400032504 1296
PGSC0003DMT400010292 1308
PGSC0003DMT400064373 1308
PGSC0003DMT400010338 1314
PGSC0003DMT400038140 1314
PGSC0003DMT400013645 1314
PGSC0003DMT400022865 1314
PGSC0003DMT400023105 1314
PGSC0003DMT400023111 1314
PGSC0003DMT400029607 1314
PGSC0003DMT400061802 1314
PGSC0003DMT400097727 1314
PGSC0003DMT400074970 1314
PGSC0003DMT400010402 1325
PGSC0003DMT400035380 1325
PGSC0003DMT400081472 1325
PGSC0003DMT400082806 1325
PGSC0003DMT400017550 1325
PGSC0003DMT400010420 1326
PGSC0003DMT400014352 1326
PGSC0003DMT400010698 1355
PGSC0003DMT400082776 1355
PGSC0003DMT400084010 1355
PGSC0003DMT400010931 1386
PGSC0003DMT400041005 1386
PGSC0003DMT400081963 1386
PGSC0003DMT400081965 1386
PGSC0003DMT400082036 1386
PGSC0003DMT400011175 1413
PGSC0003DMT400012542 1413
PGSC0003DMT400011323 1428
PGSC0003DMT400080283 1428
PGSC0003DMT400080282 1428
PGSC0003DMT400078032 1428
PGSC0003DMT400011519 1468
PGSC0003DMT400025244 1468
PGSC0003DMT400080455 1468
PGSC0003DMT400080661 1468
PGSC0003DMT400011542 1471
PGSC0003DMT400041485 1471
PGSC0003DMT400042585 1471
PGSC0003DMT400053732 1471
PGSC0003DMT400011661 1486
PGSC0003DMT400055712 1486
PGSC0003DMT400011734 1492
PGSC0003DMT400022191 1492
PGSC0003DMT400011829 1507
PGSC0003DMT400075815 1507
PGSC0003DMT400082322 1507
PGSC0003DMT400069148 1507
PGSC0003DMT400072524 1507
PGSC0003DMT400011905 1512
PGSC0003DMT400042877 1512
PGSC0003DMT400012024 1523
PGSC0003DMT400024464 1523
PGSC0003DMT400004190 1523
PGSC0003DMT400025819 1523
PGSC0003DMT400052467 1523
PGSC0003DMT400028622 1523
PGSC0003DMT400078011 1523
PGSC0003DMT400012105 1533
PGSC0003DMT400032124 1533
PGSC0003DMT400012208 1538
PGSC0003DMT400032495 1538
PGSC0003DMT400032507 1538
PGSC0003DMT400012840 1596
PGSC0003DMT400033905 1596
PGSC0003DMT400060275 1596
PGSC0003DMT400063962 1596
PGSC0003DMT400012866 1599
PGSC0003DMT400025130 1599
PGSC0003DMT400031717 1599
PGSC0003DMT400031718 1599
PGSC0003DMT400085681 1599
PGSC0003DMT400014942 1599
PGSC0003DMT400012890 1602
PGSC0003DMT400074577 1602
PGSC0003DMT400012975 1611
PGSC0003DMT400057584 1611
PGSC0003DMT400013007 1617
PGSC0003DMT400013011 1617
PGSC0003DMT400013035 1621
PGSC0003DMT400042503 1621
PGSC0003DMT400013213 1644
PGSC0003DMT400057936 1644
PGSC0003DMT400063599 1644
PGSC0003DMT400013272 1650
PGSC0003DMT400016126 1650
PGSC0003DMT400080416 1650
PGSC0003DMT400016123 1650
PGSC0003DMT400017106 1650
PGSC0003DMT400013585 1679
PGSC0003DMT400077842 1679
PGSC0003DMT400040015 1679
PGSC0003DMT400013942 1723
PGSC0003DMT400064207 1723
PGSC0003DMT400066175 1723
PGSC0003DMT400014008 1733
PGSC0003DMT400053526 1733
PGSC0003DMT400014095 1741
PGSC0003DMT400008338 1741
PGSC0003DMT400014246 1751
PGSC0003DMT400030668 1751
PGSC0003DMT400014552 1781
PGSC0003DMT400073490 1781
PGSC0003DMT400014806 1797
PGSC0003DMT400028583 1797
PGSC0003DMT400014927 1812
PGSC0003DMT400031803 1812
PGSC0003DMT400014960 1817
PGSC0003DMT400014962 1817
PGSC0003DMT400011575 1817
PGSC0003DMT400023568 1817
PGSC0003DMT400037245 1817
PGSC0003DMT400050430 1817
PGSC0003DMT400052805 1817
PGSC0003DMT400057342 1817
PGSC0003DMT400068352 1817
PGSC0003DMT400076653 1817
PGSC0003DMT400046089 1817
PGSC0003DMT400088667 1817
PGSC0003DMT400014980 1820
PGSC0003DMT400083179 1820
PGSC0003DMT400083180 1820
PGSC0003DMT400014987 1821
PGSC0003DMT400031604 1821
PGSC0003DMT400015028 1829
PGSC0003DMT400090939 1829
PGSC0003DMT400052827 1829
PGSC0003DMT400015056 1833
PGSC0003DMT400030585 1833
PGSC0003DMT400067778 1833
PGSC0003DMT400015306 1868
PGSC0003DMT400078399 1868
PGSC0003DMT400015325 1870
PGSC0003DMT400037773 1870
PGSC0003DMT400049006 1870
PGSC0003DMT400015339 1872
PGSC0003DMT400020033 1872
PGSC0003DMT400041049 1872
PGSC0003DMT400041052 1872
PGSC0003DMT400015349 1874
PGSC0003DMT400078473 1874
PGSC0003DMT400015423 1883
PGSC0003DMT400038440 1883
PGSC0003DMT400075018 1883
PGSC0003DMT400015669 1909
PGSC0003DMT400015653 1909
PGSC0003DMT400015861 1927
PGSC0003DMT400015863 1927
PGSC0003DMT400015892 1931
PGSC0003DMT400066603 1931
PGSC0003DMT400059039 1931
PGSC0003DMT400016212 1956
PGSC0003DMT400071301 1956
PGSC0003DMT400089399 1956
PGSC0003DMT400016518 1980
PGSC0003DMT400041941 1980
PGSC0003DMT400016545 1984
PGSC0003DMT400016546 1984
PGSC0003DMT400016547 1984
PGSC0003DMT400016956 2021
PGSC0003DMT400029154 2021
PGSC0003DMT400017112 2032
PGSC0003DMT400052597 2032
PGSC0003DMT400017163 2038
PGSC0003DMT400002306 2038
PGSC0003DMT400017277 2048
PGSC0003DMT400082441 2048
PGSC0003DMT400017450 2059
PGSC0003DMT400017451 2059
PGSC0003DMT400017631 2059
PGSC0003DMT400017632 2059
PGSC0003DMT400017635 2059
PGSC0003DMT400017637 2059
PGSC0003DMT400017638 2059
PGSC0003DMT400017639 2059
PGSC0003DMT400027148 2059
PGSC0003DMT400027150 2059
PGSC0003DMT400087226 2059
PGSC0003DMT400088761 2059
PGSC0003DMT400092874 2059
PGSC0003DMT400017634 2059
PGSC0003DMT400017642 2059
PGSC0003DMT400028525 2059
PGSC0003DMT400083477 2059
PGSC0003DMT400020544 2059
PGSC0003DMT400020537 2059
PGSC0003DMT400017452 2060
PGSC0003DMT400082409 2060
PGSC0003DMT400017556 2065
PGSC0003DMT400018308 2065
PGSC0003DMT400035408 2065
PGSC0003DMT400077822 2065
PGSC0003DMT400079144 2065
PGSC0003DMT400096573 2065
PGSC0003DMT400025900 2065
PGSC0003DMT400017593 2070
PGSC0003DMT400017594 2070
PGSC0003DMT400017592 2070
PGSC0003DMT400022472 2070
PGSC0003DMT400048153 2070
PGSC0003DMT400048157 2070
PGSC0003DMT400050625 2070
PGSC0003DMT400017840 2083
PGSC0003DMT400034368 2083
PGSC0003DMT400018058 2102
PGSC0003DMT400033255 2102
PGSC0003DMT400033256 2102
PGSC0003DMT400045318 2102
PGSC0003DMT400032506 2102
PGSC0003DMT400018158 2109
PGSC0003DMT400082353 2109
PGSC0003DMT400018306 2130
PGSC0003DMT400033741 2130
PGSC0003DMT400060926 2130
PGSC0003DMT400067782 2130
PGSC0003DMT400024427 2130
PGSC0003DMT400026710 2130
PGSC0003DMT400060922 2130
PGSC0003DMT400018410 2141
PGSC0003DMT400068238 2141
PGSC0003DMT400018480 2144
PGSC0003DMT400072211 2144
PGSC0003DMT400018848 2173
PGSC0003DMT400081328 2173
PGSC0003DMT400018904 2178
PGSC0003DMT400040999 2178
PGSC0003DMT400019490 2223
PGSC0003DMT400051899 2223
PGSC0003DMT400019547 2228
PGSC0003DMT400019546 2228
PGSC0003DMT400019561 2232
PGSC0003DMT400035313 2232
PGSC0003DMT400067089 2232
PGSC0003DMT400093941 2232
PGSC0003DMT400067171 2232
PGSC0003DMT400019671 2239
PGSC0003DMT400020395 2239
PGSC0003DMT400028999 2239
PGSC0003DMT400029001 2239
PGSC0003DMT400060404 2239
PGSC0003DMT400020192 2290
PGSC0003DMT400052598 2290
PGSC0003DMT400052264 2290
PGSC0003DMT400020320 2308
PGSC0003DMT400052662 2308
PGSC0003DMT400020361 2315
PGSC0003DMT400020495 2315
PGSC0003DMT400020496 2315
PGSC0003DMT400047169 2315
PGSC0003DMT400020526 2334
PGSC0003DMT400084781 2334
PGSC0003DMT400020597 2341
PGSC0003DMT400020601 2341
PGSC0003DMT400020604 2341
PGSC0003DMT400020605 2341
PGSC0003DMT400029916 2341
PGSC0003DMT400030503 2341
PGSC0003DMT400055540 2341
PGSC0003DMT400020599 2341
PGSC0003DMT400020600 2341
PGSC0003DMT400020654 2346
PGSC0003DMT400053921 2346
PGSC0003DMT400066566 2346
PGSC0003DMT400064314 2346
PGSC0003DMT400027975 2346
PGSC0003DMT400039210 2346
PGSC0003DMT400025691 2346
PGSC0003DMT400075600 2346
PGSC0003DMT400012877 2346
PGSC0003DMT400012881 2346
PGSC0003DMT400012885 2346
PGSC0003DMT400026448 2346
PGSC0003DMT400026457 2346
PGSC0003DMT400026461 2346
